researcher_id,name,openalex_id,match_confidence,orcid_org_comparison,ideal_openalex_case,raw_first_publication_fetch_status,raw_first_publication_year,raw_first_publication_work_id,first_cs_publication_fetch_status,first_cs_publication_year,first_cs_publication_work_id,author_profile_fetch_status,h_index,h_index_fetch_date
koushiksen,Koushik Sen,A5101569699,YELLOW,orcid_org_not_unique,False,cached_ok,2003,https://openalex.org/W1552533796,fetched_ok,2003,https://openalex.org/W1552533796,cached_ok,65,2026-06-12
kristinasojakova,Kristina Sojakova,A5084186768,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W1622567641,fetched_ok,2009,https://openalex.org/W1622567641,cached_ok,6,2026-06-12
kwangkeunyi,Kwangkeun Yi,A5101789148,GREEN,orcid_agrees,True,cached_ok,1993,https://openalex.org/W1557457950,fetched_ok,1993,https://openalex.org/W1557457950,cached_ok,24,2026-06-12
larsbirkedal,Lars Birkedal,A5055959064,YELLOW,orcid_agrees,False,cached_ok,1993,https://openalex.org/W2147395854,fetched_ok,1993,https://openalex.org/W2147395854,cached_ok,43,2026-06-12
laurabocchi,Laura Bocchi,A5087949298,GREEN,orcid_agrees,True,cached_ok,2003,https://openalex.org/W1587877137,fetched_ok,2003,https://openalex.org/W1587877137,cached_ok,19,2026-06-12
laurakovacs,Laura Kovacs,A5071158512,YELLOW,orcid_org_not_unique,False,cached_ok,2004,https://openalex.org/W1923291441,fetched_ok,2004,https://openalex.org/W1923291441,cached_ok,21,2026-06-12
lauramcastro,Laura M. Castro,A5058853148,YELLOW,orcid_org_not_unique,True,cached_ok,2003,https://openalex.org/W2594778440,fetched_ok,2003,https://openalex.org/W2594778440,cached_ok,8,2026-06-12
lauregonnord,Laure Gonnord,A5059186408,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W2689701569,fetched_ok,2006,https://openalex.org/W2689701569,cached_ok,13,2026-06-12
laurenpick,Lauren Pick,A5026041828,GREEN,orcid_agrees,True,cached_ok,2018,https://openalex.org/W2884840976,fetched_ok,2018,https://openalex.org/W2884840976,cached_ok,4,2026-06-12
laurencetratt,Laurence Tratt,A5005368647,YELLOW,orcid_agrees,False,cached_ok,2002,https://openalex.org/W1559806172,fetched_ok,2002,https://openalex.org/W1559806172,cached_ok,22,2026-06-12
lennartaugustsson,Lennart Augustsson,A5030072776,GREEN,orcid_agrees,True,cached_ok,1984,https://openalex.org/W2115847338,fetched_ok,1984,https://openalex.org/W2115847338,cached_ok,13,2026-06-12
lennartberinger,Lennart Beringer,A5075091834,GREEN,orcid_agrees,True,cached_ok,2001,https://openalex.org/W1592568842,fetched_ok,2001,https://openalex.org/W1592568842,cached_ok,20,2026-06-12
leowhite,Leo White,A5034258018,YELLOW,orcid_org_not_unique,False,cached_ok,1907,https://openalex.org/W47116293,fetched_ok,1978,https://openalex.org/W958498288,cached_ok,7,2026-06-12
leonidryzhyk,Leonid Ryzhyk,A5001598240,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2007,https://openalex.org/W108081636,fetched_ok,2007,https://openalex.org/W108081636,cached_ok,17,2026-06-12
leonidaslampropoulos,Leonidas Lampropoulos,A5075217645,YELLOW,orcid_agrees,False,cached_ok,2012,https://openalex.org/W2015180219,fetched_ok,2012,https://openalex.org/W2015180219,cached_ok,10,2026-06-12
liamoconnor,Liam O'Connor,A5091677658,YELLOW,orcid_org_not_unique,True,cached_ok,2002,https://openalex.org/W2801382406,fetched_ok,2013,https://openalex.org/W1998669042,cached_ok,8,2026-06-12
liminjia,Limin Jia,A5087946116,YELLOW,orcid_org_not_unique,False,cached_ok,1993,https://openalex.org/W2083163213,fetched_ok,1993,https://openalex.org/W2083163213,cached_ok,29,2026-06-12
lindseykuper,Lindsey Kuper,A5065115190,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W2167115605,fetched_ok,2012,https://openalex.org/W2167115605,cached_ok,9,2026-06-12
lionelparreaux,Lionel Parreaux,A5002106868,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W2340838390,fetched_ok,2016,https://openalex.org/W2340838390,cached_ok,9,2026-06-12
liyili1,Liyi Li,A5100767880,YELLOW,orcid_org_not_unique,True,cached_ok,2013,https://openalex.org/W2378064449,fetched_ok,2013,https://openalex.org/W2378064449,cached_ok,6,2026-06-12
lorisdantoni,Loris D'Antoni,A5089920000,YELLOW,orcid_org_not_unique,False,cached_ok,2008,https://openalex.org/W1516360493,fetched_ok,2008,https://openalex.org/W1516360493,cached_ok,25,2026-06-12
louisnoelpouchet,Louis-Noël Pouchet,A5040769038,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W1526043770,fetched_ok,2005,https://openalex.org/W1526043770,cached_ok,31,2026-06-12
lucmaranget,Luc Maranget,A5002264496,GREEN,orcid_agrees,True,cached_ok,1991,https://openalex.org/W2027836624,fetched_ok,1991,https://openalex.org/W2027836624,cached_ok,24,2026-06-12
luispina,Luís Pina,A5060601788,YELLOW,orcid_org_not_unique,True,cached_ok,2012,https://openalex.org/W3146980876,fetched_ok,2012,https://openalex.org/W3146980876,cached_ok,9,2026-06-12
madanmusuvathi,Madan Musuvathi,A5011198874,YELLOW,orcid_org_not_unique,False,cached_ok,2005,https://openalex.org/W1494677957,fetched_ok,2005,https://openalex.org/W1494677957,cached_ok,10,2026-06-12
maemilano,Mae Milano,A5053205507,GREEN,orcid_agrees,True,cached_ok,2010,https://openalex.org/W3026875349,fetched_ok,2010,https://openalex.org/W3026875349,cached_ok,8,2026-06-12
magnusmadsen,Magnus Madsen,A5034330109,GREEN,orcid_agrees,True,cached_ok,2011,https://openalex.org/W1965995882,fetched_ok,2011,https://openalex.org/W1965995882,cached_ok,15,2026-06-12
magnusomyreen,Magnus O. Myreen,A5001651911,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W2124233822,fetched_ok,2005,https://openalex.org/W2124233822,cached_ok,24,2026-06-12
makotohamana,Makoto Hamana,A5081721784,GREEN,orcid_agrees,True,cached_ok,1997,https://openalex.org/W1487727784,fetched_ok,1997,https://openalex.org/W1487727784,cached_ok,11,2026-06-12
malavikasamak,Malavika Samak,A5062670070,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2014,https://openalex.org/W2105525573,fetched_ok,2014,https://openalex.org/W2105525573,cached_ok,9,2026-06-12
malgorzatabiernacka,Malgorzata Biernacka,A5084400751,GREEN,orcid_agrees,True,cached_ok,1971,https://openalex.org/W12101694,fetched_ok,1973,https://openalex.org/W2146636,cached_ok,11,2026-06-12
manasthakur,Manas Thakur,A5037950146,YELLOW,orcid_org_not_unique,True,cached_ok,2019,https://openalex.org/W2912827714,fetched_ok,2019,https://openalex.org/W2912827714,cached_ok,5,2026-06-12
manasijmukherjee,Manasij Mukherjee,A5017201533,GREEN,orcid_agrees,True,cached_ok,2020,https://openalex.org/W3109233608,fetched_ok,2020,https://openalex.org/W3109233608,cached_ok,2,2026-06-12
mandanavaziri,Mandana Vaziri,A5014301891,GREEN,orcid_agrees,True,cached_ok,2000,https://openalex.org/W1504594060,fetched_ok,2000,https://openalex.org/W1504594060,cached_ok,16,2026-06-12
manoskapritsos,Manos Kapritsos,A5083609711,GREEN,orcid_agrees,True,cached_ok,2007,https://openalex.org/W1437332584,fetched_ok,2007,https://openalex.org/W1437332584,cached_ok,13,2026-06-12
manusridharan,Manu Sridharan,A5038828346,YELLOW,orcid_agrees,False,cached_ok,1978,https://openalex.org/W97836857,fetched_ok,1978,https://openalex.org/W97836857,cached_ok,33,2026-06-12
manuelrigger,Manuel Rigger,A5066738024,YELLOW,orcid_org_not_unique,False,cached_ok,2013,https://openalex.org/W2094789240,fetched_ok,2013,https://openalex.org/W2094789240,cached_ok,13,2026-06-12
marcbrockschmidt,Marc Brockschmidt,A5040207663,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2010,https://openalex.org/W2124765047,fetched_ok,2010,https://openalex.org/W2124765047,cached_ok,31,2026-06-12
marcogaboardi,Marco Gaboardi,A5021948795,YELLOW,orcid_agrees,False,cached_ok,2006,https://openalex.org/W2991614424,fetched_ok,2006,https://openalex.org/W2991614424,cached_ok,13,2026-06-12
marcopatrignani,Marco Patrignani,A5023276491,GREEN,orcid_agrees,True,cached_ok,2011,https://openalex.org/W2611155002,fetched_ok,2011,https://openalex.org/W2611155002,cached_ok,16,2026-06-12
marcopistoia,Marco Pistoia,A5066501364,YELLOW,orcid_org_not_unique,True,cached_ok,1990,https://openalex.org/W2980929669,fetched_ok,1990,https://openalex.org/W2980929669,cached_ok,35,2026-06-12
marcovassena,Marco Vassena,A5065850135,YELLOW,orcid_agrees,False,cached_ok,2015,https://openalex.org/W1758176575,fetched_ok,2015,https://openalex.org/W1758176575,cached_ok,8,2026-06-12
marcosviera,Marcos Viera,A5026040673,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W1595173369,fetched_ok,2005,https://openalex.org/W1595173369,cached_ok,7,2026-06-12
margusveanes,Margus Veanes,A5060114046,GREEN,orcid_agrees,True,cached_ok,1993,https://openalex.org/W2472514686,fetched_ok,1993,https://openalex.org/W2472514686,cached_ok,30,2026-06-12
mariachristakis,Maria Christakis,A5064181052,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W1974186671,fetched_ok,2010,https://openalex.org/W1908231796,cached_ok,19,2026-06-12
mariannarapoport,Marianna Rapoport,A5027027438,YELLOW,orcid_org_not_unique,False,cached_ok,1999,https://openalex.org/W3162234908,fetched_ok,1999,https://openalex.org/W3162234908,cached_ok,4,2026-06-12
maribelfernandez,Maribel Fernandez,A5072769917,YELLOW,orcid_org_not_unique,True,cached_ok,1977,https://openalex.org/W4232806567,fetched_ok,1977,https://openalex.org/W4232806567,cached_ok,23,2026-06-12
mariekehuisman,Marieke Huisman,A5045181048,YELLOW,orcid_agrees,False,cached_ok,1998,https://openalex.org/W2131700069,fetched_ok,1998,https://openalex.org/W2131700069,cached_ok,28,2026-06-12
markbatty,Mark Batty,A5043076240,YELLOW,orcid_org_not_unique,True,cached_ok,1969,https://openalex.org/W587153305,fetched_ok,1969,https://openalex.org/W587153305,cached_ok,21,2026-06-12
marksantolucito,Mark Santolucito,A5031902968,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W2139851638,fetched_ok,2012,https://openalex.org/W2139851638,cached_ok,9,2026-06-12
markuspuschel,Markus Püschel,A5076407181,GREEN,orcid_agrees,True,cached_ok,1997,https://openalex.org/W1995901403,fetched_ok,1997,https://openalex.org/W1995901403,cached_ok,45,2026-06-12
martinelsman,Martin Elsman,A5081028559,GREEN,orcid_agrees,True,cached_ok,1998,https://openalex.org/W1520200536,fetched_ok,1998,https://openalex.org/W1520200536,cached_ok,14,2026-06-12
martinhirzel,Martin Hirzel,A5079080602,GREEN,orcid_agrees,True,cached_ok,1970,https://openalex.org/W2333794924,fetched_ok,1970,https://openalex.org/W2333794924,cached_ok,29,2026-06-12
martinmaas,Martin Maas,A5013891231,YELLOW,orcid_org_not_unique,True,cached_ok,2001,https://openalex.org/W4235581324,fetched_ok,2001,https://openalex.org/W4253566461,cached_ok,13,2026-06-12
martinvechev,Martin Vechev,A5069901599,GREEN,orcid_agrees,True,cached_ok,2003,https://openalex.org/W162965177,fetched_ok,2003,https://openalex.org/W162965177,cached_ok,54,2026-06-12
maryhall,Mary Hall,A5030152493,YELLOW,orcid_org_not_unique,True,cached_ok,1947,https://openalex.org/W2987812276,fetched_ok,1947,https://openalex.org/W2987812276,cached_ok,41,2026-06-12
maryshe,Mary Sheeran,A5037308838,GREEN,orcid_agrees,True,cached_ok,1984,https://openalex.org/W2003131643,fetched_ok,1984,https://openalex.org/W2003131643,cached_ok,22,2026-06-12
maryammehridehnavi,Maryam Mehri Dehnavi,A5003682451,YELLOW,orcid_agrees,False,cached_ok,2009,https://openalex.org/W2137942529,fetched_ok,2009,https://openalex.org/W2137942529,cached_ok,15,2026-06-12
matijapretnar,Matija Pretnar,A5078127242,YELLOW,orcid_agrees,False,cached_ok,2008,https://openalex.org/W2170114248,fetched_ok,2008,https://openalex.org/W2170114248,cached_ok,11,2026-06-12
matteocimini,Matteo Cimini,A5074262851,YELLOW,orcid_org_not_unique,False,cached_ok,2010,https://openalex.org/W2808035121,fetched_ok,2010,https://openalex.org/W2808035121,cached_ok,11,2026-06-12
matteomaffei,Matteo Maffei,A5059351004,YELLOW,orcid_agrees,False,cached_ok,1973,https://openalex.org/W2059645528,fetched_ok,1973,https://openalex.org/W2059645528,cached_ok,26,2026-06-12
matthewflatt,Matthew Flatt,A5033713909,GREEN,orcid_agrees,True,cached_ok,1993,https://openalex.org/W2049521441,fetched_ok,1993,https://openalex.org/W2049521441,cached_ok,39,2026-06-12
matthewfluet,Matthew Fluet,A5029478793,YELLOW,orcid_agrees,False,cached_ok,1999,https://openalex.org/W1538377304,fetched_ok,1999,https://openalex.org/W1538377304,cached_ok,21,2026-06-12
matthewhague,Matthew Hague,A5083664380,YELLOW,orcid_org_not_unique,False,cached_ok,2004,https://openalex.org/W127117227,fetched_ok,2004,https://openalex.org/W127117227,cached_ok,16,2026-06-12
matthewmight,Matthew Might,A5086121459,YELLOW,orcid_org_not_unique,False,cached_ok,2006,https://openalex.org/W79488981,fetched_ok,2006,https://openalex.org/W79488981,cached_ok,37,2026-06-12
matthiashauswirth,Matthias Hauswirth,A5078770676,GREEN,orcid_agrees,True,cached_ok,2002,https://openalex.org/W4243300753,fetched_ok,2002,https://openalex.org/W4243300753,cached_ok,23,2026-06-12
matthiasheizmann,Matthias Heizmann,A5077581460,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W1979828579,fetched_ok,2009,https://openalex.org/W1979828579,cached_ok,20,2026-06-12
matthieusozeau,Matthieu Sozeau,A5065124885,YELLOW,orcid_agrees,False,cached_ok,2007,https://openalex.org/W1496429054,fetched_ok,2007,https://openalex.org/W1496429054,cached_ok,17,2026-06-12
matthijsvakar,Matthijs Vákár,A5031234153,YELLOW,orcid_org_not_unique,False,cached_ok,2014,https://openalex.org/W1845932220,fetched_ok,2014,https://openalex.org/W1845932220,cached_ok,9,2026-06-12
matiastoro,Matías Toro,A5073103554,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W3129123897,fetched_ok,2015,https://openalex.org/W3129123897,cached_ok,7,2026-06-12
maxnew,Max S. New,A5050680882,YELLOW,orcid_agrees,False,cached_ok,2016,https://openalex.org/W2408675243,fetched_ok,2016,https://openalex.org/W2408675243,cached_ok,10,2026-06-12
maxschaefer,Max Schaefer,A5080291195,YELLOW,orcid_org_not_unique,True,cached_ok,2010,https://openalex.org/W1807471648,fetched_ok,2010,https://openalex.org/W1807471648,cached_ok,4,2026-06-12
maxwillsey,Max Willsey,A5048760480,YELLOW,orcid_agrees,False,cached_ok,2017,https://openalex.org/W2573182298,fetched_ok,2017,https://openalex.org/W2573182298,cached_ok,10,2026-06-12
mayurnaik,Mayur Naik,A5075879790,YELLOW,orcid_org_not_unique,False,cached_ok,1999,https://openalex.org/W2026770373,fetched_ok,1999,https://openalex.org/W2026770373,cached_ok,36,2026-06-12
michaelcarbin,Michael Carbin,A5091194125,YELLOW,orcid_agrees,False,cached_ok,2005,https://openalex.org/W1671718115,fetched_ok,2005,https://openalex.org/W1671718115,cached_ok,33,2026-06-12
michaelcoblenz,Michael Coblenz,A5044646652,GREEN,orcid_agrees,True,cached_ok,2002,https://openalex.org/W2728394795,fetched_ok,2002,https://openalex.org/W2095667476,cached_ok,12,2026-06-12
michaelbond,Michael D. Bond,A5044161672,YELLOW,orcid_agrees,False,cached_ok,1964,https://openalex.org/W2593348254,fetched_ok,1984,https://openalex.org/W2075942323,cached_ok,33,2026-06-12
michaelemmi,Michael Emmi,A5061209906,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W2465812225,fetched_ok,2006,https://openalex.org/W2465812225,cached_ok,23,2026-06-12
michaelgreenberg,Michael Greenberg,A5075185353,YELLOW,orcid_org_not_unique,True,cached_ok,1938,https://openalex.org/W641278713,fetched_ok,1949,https://openalex.org/W2325093714,cached_ok,51,2026-06-12
michaelpradel,Michael Pradel,A5013438083,YELLOW,orcid_org_not_unique,True,cached_ok,2007,https://openalex.org/W2184076113,fetched_ok,2007,https://openalex.org/W2184076113,cached_ok,42,2026-06-12
michaelsammler,Michael Sammler,A5060508628,GREEN,orcid_agrees,True,cached_ok,2018,https://openalex.org/W2965694432,fetched_ok,2018,https://openalex.org/W2965694432,cached_ok,9,2026-06-12
michaelsperber,Michael Sperber,A5070201963,GREEN,orcid_agrees,True,cached_ok,1969,https://openalex.org/W1990284817,fetched_ok,1995,https://openalex.org/W2090641022,cached_ok,13,2026-06-12
michaelmarcozzi1,Michaël Marcozzi,A5032640551,GREEN,orcid_agrees,True,cached_ok,2007,https://openalex.org/W2058053147,fetched_ok,2011,https://openalex.org/W2135596864,cached_ok,9,2026-06-12
michelsteuwer,Michel Steuwer,A5016319844,YELLOW,orcid_org_not_unique,True,cached_ok,2011,https://openalex.org/W2107096626,fetched_ok,2011,https://openalex.org/W2107096626,cached_ok,18,2026-06-12
michelechiari,Michele Chiari,A5090191859,GREEN,orcid_agrees,True,cached_ok,1985,https://openalex.org/W2735284507,fetched_ok,2016,https://openalex.org/W2544687863,cached_ok,8,2026-06-12
michelepagani,Michele Pagani,A5014578218,YELLOW,orcid_org_not_unique,False,cached_ok,1986,https://openalex.org/W3160531388,fetched_ok,2006,https://openalex.org/W1590371658,cached_ok,21,2026-06-12
michellemillsstrout,Michelle Mills Strout,A5022191670,YELLOW,orcid_org_not_unique,False,cached_ok,1998,https://openalex.org/W2137332808,fetched_ok,1998,https://openalex.org/W2137332808,cached_ok,26,2026-06-12
mihaibudiu,Mihai Budiu,A5089558228,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,1999,https://openalex.org/W2136179493,fetched_ok,1999,https://openalex.org/W2136179493,cached_ok,32,2026-06-12
mikedodds,Mike Dodds,A5085860278,GREEN,orcid_agrees,True,cached_ok,1924,https://openalex.org/W2807929814,fetched_ok,1924,https://openalex.org/W2807929814,cached_ok,14,2026-06-12
mikerainey,Mike Rainey,A5009476343,YELLOW,orcid_org_not_unique,False,cached_ok,2007,https://openalex.org/W3036099007,fetched_ok,2007,https://openalex.org/W3036099007,cached_ok,15,2026-06-12
miladallapreda,Mila Dalla Preda,A5005632682,GREEN,orcid_agrees,True,cached_ok,2004,https://openalex.org/W1503809727,fetched_ok,2004,https://openalex.org/W1503809727,cached_ok,21,2026-06-12
milijanasurbatovich1,Milijana Surbatovich,A5021370119,YELLOW,orcid_agrees,False,cached_ok,2017,https://openalex.org/W2605367183,fetched_ok,2017,https://openalex.org/W2605367183,cached_ok,5,2026-06-12
milindkulkarni,Milind Kulkarni,A5075916086,YELLOW,orcid_org_not_unique,True,cached_ok,1994,https://openalex.org/W2068138182,fetched_ok,2005,https://openalex.org/W2466646528,cached_ok,28,2026-06-12
milosgligoric,Milos Gligoric,A5063052820,GREEN,orcid_agrees,True,cached_ok,1974,https://openalex.org/W2413184425,fetched_ok,2008,https://openalex.org/W1535443236,cached_ok,27,2026-06-12
mingshengying,Mingsheng Ying,A5023088481,YELLOW,orcid_agrees,False,cached_ok,1987,https://openalex.org/W2086255879,fetched_ok,1987,https://openalex.org/W2913689958,cached_ok,47,2026-06-12
minseokjeon,Minseok Jeon,A5046062654,YELLOW,orcid_org_not_unique,True,cached_ok,2017,https://openalex.org/W2761799536,fetched_ok,2017,https://openalex.org/W2761799536,cached_ok,6,2026-06-12
miramezini,Mira Mezini,A5078067853,YELLOW,orcid_agrees,False,cached_ok,1994,https://openalex.org/W954453739,fetched_ok,1994,https://openalex.org/W954453739,cached_ok,44,2026-06-12
mircotribastone,Mirco Tribastone,A5037431084,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W2124157044,fetched_ok,2005,https://openalex.org/W2124157044,cached_ok,29,2026-06-12
mitchellwand,Mitchell Wand,A5109074035,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,1971,https://openalex.org/W1577074364,fetched_ok,1971,https://openalex.org/W1577074364,cached_ok,33,2026-06-12
mohamedfaouziatig,Mohamed Faouzi Atig,A5047278328,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W1590145945,fetched_ok,2008,https://openalex.org/W1590145945,cached_ok,25,2026-06-12
mohsenlesani,Mohsen Lesani,A5088825348,YELLOW,orcid_org_not_unique,True,cached_ok,2006,https://openalex.org/W1451197817,fetched_ok,2006,https://openalex.org/W1451197817,cached_ok,14,2026-06-12
moolysagiv,Mooly Sagiv,A5002512849,YELLOW,orcid_org_not_unique,False,cached_ok,1978,https://openalex.org/W2003388221,fetched_ok,1982,https://openalex.org/W2397538792,cached_ok,54,2026-06-12
mukundraghotaman,Mukund Raghothaman,A5024988696,YELLOW,orcid_agrees,False,cached_ok,2013,https://openalex.org/W1876483187,fetched_ok,2013,https://openalex.org/W1876483187,cached_ok,16,2026-06-12
muralikrishnaramanathan,Murali Krishna Ramanathan,A5107242862,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W2117510436,fetched_ok,2006,https://openalex.org/W2117510436,cached_ok,9,2026-06-12
nameng,Na Meng,A5070152860,YELLOW,orcid_org_not_unique,True,cached_ok,2005,https://openalex.org/W2350476008,fetched_ok,2006,https://openalex.org/W2119424447,cached_ok,22,2026-06-12
nadaamin,Nada Amin,A5054275386,YELLOW,orcid_org_not_unique,True,cached_ok,2003,https://openalex.org/W2038816868,fetched_ok,2003,https://openalex.org/W2038816868,cached_ok,17,2026-06-12
nadiapolikarpova,Nadia Polikarpova,A5090671359,GREEN,orcid_agrees,True,cached_ok,1995,https://openalex.org/W2021870254,fetched_ok,1995,https://openalex.org/W2021870254,cached_ok,19,2026-06-12
natefoster,Nate Foster,A5013378091,YELLOW,orcid_org_not_unique,False,cached_ok,2004,https://openalex.org/W2131143544,fetched_ok,2004,https://openalex.org/W2131143544,cached_ok,38,2026-06-12
nathanchong,Nathan Chong,A5073793617,YELLOW,orcid_org_not_unique,False,cached_ok,2004,https://openalex.org/W137363220,fetched_ok,2004,https://openalex.org/W137363220,cached_ok,14,2026-06-12
neelakantankrishnaswami,Neel Krishnaswami,A5085047206,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W2140979550,fetched_ok,2005,https://openalex.org/W2140979550,cached_ok,9,2026-06-12
nevillegrech,Neville Grech,A5068595267,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W2153358162,fetched_ok,2010,https://openalex.org/W2153358162,cached_ok,13,2026-06-12
niccoloveltri,Niccolò Veltri,A5012979981,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W2255188432,fetched_ok,2015,https://openalex.org/W2255188432,cached_ok,8,2026-06-12
nickbenton1,Nick Benton,A5023252122,YELLOW,orcid_org_not_unique,False,cached_ok,1992,https://openalex.org/W135301368,fetched_ok,1992,https://openalex.org/W135301368,cached_ok,32,2026-06-12
nickgiannarakis,Nick Giannarakis,A5055675515,YELLOW,orcid_org_not_unique,False,cached_ok,2015,https://openalex.org/W2610782608,fetched_ok,2015,https://openalex.org/W2610782608,cached_ok,7,2026-06-12
nicolastabareau,Nicolas Tabareau,A5033499088,YELLOW,orcid_agrees,False,cached_ok,2004,https://openalex.org/W1544012959,fetched_ok,2004,https://openalex.org/W1544012959,cached_ok,21,2026-06-12
nicolaswu,Nicolas Wu,A5072641397,YELLOW,orcid_agrees,False,cached_ok,2009,https://openalex.org/W2254320454,fetched_ok,2009,https://openalex.org/W2254320454,cached_ok,14,2026-06-12
nikivazou,Niki Vazou,A5078144924,YELLOW,orcid_agrees,False,cached_ok,2011,https://openalex.org/W1505525685,fetched_ok,2011,https://openalex.org/W1505525685,cached_ok,14,2026-06-12
nikitakoval,Nikita Koval,A5047006729,YELLOW,orcid_org_not_unique,True,cached_ok,2017,https://openalex.org/W2580360200,fetched_ok,2017,https://openalex.org/W2580360200,cached_ok,5,2026-06-12
nikostzevelekos,Nikos Tzevelekos,A5041266426,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W2058375937,fetched_ok,2006,https://openalex.org/W2058375937,cached_ok,12,2026-06-12
nilsandersdanielsson,Nils Anders Danielsson,A5016464590,YELLOW,orcid_org_not_unique,False,cached_ok,2002,https://openalex.org/W2181995353,fetched_ok,2002,https://openalex.org/W2181995353,cached_ok,16,2026-06-12
ninanarodytska,Nina Narodytska,A5034897040,GREEN,orcid_agrees,True,cached_ok,2007,https://openalex.org/W4236295603,fetched_ok,2007,https://openalex.org/W4236295603,cached_ok,26,2026-06-12
ningluo1,Ning Luo,A5061101152,YELLOW,orcid_org_not_unique,True,cached_ok,1991,https://openalex.org/W2015984702,fetched_ok,1991,https://openalex.org/W2015984702,cached_ok,15,2026-06-12
ningningxie,Ningning Xie,A5008249278,YELLOW,orcid_org_not_unique,False,cached_ok,2011,https://openalex.org/W2995078431,fetched_ok,2011,https://openalex.org/W2995078431,cached_ok,9,2026-06-12
noamrinetzky,Noam Rinetzky,A5082349206,GREEN,orcid_agrees,True,cached_ok,2001,https://openalex.org/W1483359125,fetched_ok,2001,https://openalex.org/W1483359125,cached_ok,19,2026-06-12
noamzeilberger,Noam Zeilberger,A5008964203,GREEN,orcid_agrees,True,cached_ok,2007,https://openalex.org/W2916832392,fetched_ok,2007,https://openalex.org/W2916832392,cached_ok,10,2026-06-12
nobukoyoshida,Nobuko Yoshida,A5054171989,YELLOW,orcid_org_not_unique,False,cached_ok,1984,https://openalex.org/W2039195936,fetched_ok,1984,https://openalex.org/W2039195936,cached_ok,57,2026-06-12
normandanner,Norman Danner,A5056512208,YELLOW,orcid_agrees,False,cached_ok,1996,https://openalex.org/W1893640151,fetched_ok,1996,https://openalex.org/W1893640151,cached_ok,10,2026-06-12
nunoplopes,Nuno P. Lopes,A5088560717,YELLOW,orcid_org_not_unique,True,cached_ok,1989,https://openalex.org/W3010911746,fetched_ok,1989,https://openalex.org/W3010911746,cached_ok,18,2026-06-12
odedpadon,Oded Padon,A5064997169,YELLOW,orcid_agrees,False,cached_ok,2014,https://openalex.org/W2030814077,fetched_ok,2014,https://openalex.org/W2030814077,cached_ok,16,2026-06-12
ohadkammar,Ohad Kammar,A5058873268,YELLOW,orcid_org_not_unique,False,cached_ok,2011,https://openalex.org/W2148570690,fetched_ok,2011,https://openalex.org/W2148570690,cached_ok,13,2026-06-12
oliverbracevac,Oliver Bračevac,A5019063975,GREEN,orcid_agrees,True,cached_ok,2013,https://openalex.org/W2233804322,fetched_ok,2013,https://openalex.org/W2233804322,cached_ok,8,2026-06-12
ondrejlhotak,Ondřej Lhoták,A5039616179,YELLOW,orcid_agrees,False,cached_ok,1999,https://openalex.org/W3045425252,fetched_ok,1999,https://openalex.org/W3045425252,cached_ok,33,2026-06-12
onurmutlu1,Onur Mutlu,A5050695684,YELLOW,orcid_org_not_unique,True,cached_ok,1999,https://openalex.org/W3214744023,fetched_ok,2003,https://openalex.org/W2123608497,cached_ok,113,2026-06-12
orilahav,Ori Lahav,A5102734862,YELLOW,orcid_org_not_unique,False,cached_ok,2009,https://openalex.org/W124470575,fetched_ok,2009,https://openalex.org/W124470575,cached_ok,23,2026-06-12
orneladardha,Ornela Dardha,A5050784078,YELLOW,orcid_agrees,False,cached_ok,2012,https://openalex.org/W2128280268,fetched_ok,2012,https://openalex.org/W2128280268,cached_ok,11,2026-06-12
osbertbastani,Osbert Bastani,A5029243071,GREEN,orcid_agrees,True,cached_ok,2011,https://openalex.org/W4237431628,fetched_ok,2011,https://openalex.org/W4298101973,cached_ok,27,2026-06-12
